"TimeUTC","timestampInMs","requestPath","requestMethod","requestQueryString","responseStatusCode","requestId","requestUserAgent","level","environment","branch","vercelCache","type","function","host","deploymentDomain","deploymentId","durationMs","region","maxMemoryUsed","memorySize","message","projectId","traceId","sessionId","invocationId","instanceId","concurrency"
"2025-08-21 08:25:47",1755764747907,"visage-o9s5r1n05-claytons-projects-8ce6d3a6.vercel.app/favicon.png","GET","",-1,"sx7kp-1755764747666-b9614f2e5a6e","vercel-favicon/1.0","info","production","main","","lambda","/main.py","visage-o9s5r1n05-claytons-projects-8ce6d3a6.vercel.app","visage-o9s5r1n05-claytons-projects-8ce6d3a6.vercel.app","dpl_GkLwnjs5oKUxijEeSL8cnJpEXcvp",-1,"iad1",-1,-1,"File ""/var/task/sqlalchemy/pool/base.py"", line 1264, in _checkout","prj_wn4SpBPX8JQNPu7HE0Broci8VqsU","","","01K35VQVDVNYQYXB1KGTY1MM1B","",-1
"2025-08-21 08:25:47",1755764747907,"visage-o9s5r1n05-claytons-projects-8ce6d3a6.vercel.app/favicon.png","GET","",-1,"sx7kp-1755764747666-b9614f2e5a6e","vercel-favicon/1.0","info","production","main","","lambda","/main.py","visage-o9s5r1n05-claytons-projects-8ce6d3a6.vercel.app","visage-o9s5r1n05-claytons-projects-8ce6d3a6.vercel.app","dpl_GkLwnjs5oKUxijEeSL8cnJpEXcvp",-1,"iad1",-1,-1,"^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^","prj_wn4SpBPX8JQNPu7HE0Broci8VqsU","","","01K35VQVDVNYQYXB1KGTY1MM1B","",-1
"2025-08-21 08:25:47",1755764747907,"visage-o9s5r1n05-claytons-projects-8ce6d3a6.vercel.app/favicon.png","GET","",-1,"sx7kp-1755764747666-b9614f2e5a6e","vercel-favicon/1.0","info","production","main","","lambda","/main.py","visage-o9s5r1n05-claytons-projects-8ce6d3a6.vercel.app","visage-o9s5r1n05-claytons-projects-8ce6d3a6.vercel.app","dpl_GkLwnjs5oKUxijEeSL8cnJpEXcvp",-1,"iad1",-1,-1,"return _ConnectionFairy._checkout(self)","prj_wn4SpBPX8JQNPu7HE0Broci8VqsU","","","01K35VQVDVNYQYXB1KGTY1MM1B","",-1
"2025-08-21 08:25:47",1755764747907,"visage-o9s5r1n05-claytons-projects-8ce6d3a6.vercel.app/favicon.png","GET","",-1,"sx7kp-1755764747666-b9614f2e5a6e","vercel-favicon/1.0","info","production","main","","lambda","/main.py","visage-o9s5r1n05-claytons-projects-8ce6d3a6.vercel.app","visage-o9s5r1n05-claytons-projects-8ce6d3a6.vercel.app","dpl_GkLwnjs5oKUxijEeSL8cnJpEXcvp",-1,"iad1",-1,-1,"File ""/var/task/sqlalchemy/pool/base.py"", line 447, in connect","prj_wn4SpBPX8JQNPu7HE0Broci8VqsU","","","01K35VQVDVNYQYXB1KGTY1MM1B","",-1
"2025-08-21 08:25:47",1755764747907,"visage-o9s5r1n05-claytons-projects-8ce6d3a6.vercel.app/favicon.png","GET","",-1,"sx7kp-1755764747666-b9614f2e5a6e","vercel-favicon/1.0","info","production","main","","lambda","/main.py","visage-o9s5r1n05-claytons-projects-8ce6d3a6.vercel.app","visage-o9s5r1n05-claytons-projects-8ce6d3a6.vercel.app","dpl_GkLwnjs5oKUxijEeSL8cnJpEXcvp",-1,"iad1",-1,-1,"^^^^^^^^^^^^^^^^^^^","prj_wn4SpBPX8JQNPu7HE0Broci8VqsU","","","01K35VQVDVNYQYXB1KGTY1MM1B","",-1
"2025-08-21 08:25:47",1755764747907,"visage-o9s5r1n05-claytons-projects-8ce6d3a6.vercel.app/favicon.png","GET","",-1,"sx7kp-1755764747666-b9614f2e5a6e","vercel-favicon/1.0","info","production","main","","lambda","/main.py","visage-o9s5r1n05-claytons-projects-8ce6d3a6.vercel.app","visage-o9s5r1n05-claytons-projects-8ce6d3a6.vercel.app","dpl_GkLwnjs5oKUxijEeSL8cnJpEXcvp",-1,"iad1",-1,-1,"return self.pool.connect()","prj_wn4SpBPX8JQNPu7HE0Broci8VqsU","","","01K35VQVDVNYQYXB1KGTY1MM1B","",-1
"2025-08-21 08:25:47",1755764747907,"visage-o9s5r1n05-claytons-projects-8ce6d3a6.vercel.app/favicon.png","GET","",-1,"sx7kp-1755764747666-b9614f2e5a6e","vercel-favicon/1.0","info","production","main","","lambda","/main.py","visage-o9s5r1n05-claytons-projects-8ce6d3a6.vercel.app","visage-o9s5r1n05-claytons-projects-8ce6d3a6.vercel.app","dpl_GkLwnjs5oKUxijEeSL8cnJpEXcvp",-1,"iad1",-1,-1,"File ""/var/task/sqlalchemy/engine/base.py"", line 3301, in raw_connection","prj_wn4SpBPX8JQNPu7HE0Broci8VqsU","","","01K35VQVDVNYQYXB1KGTY1MM1B","",-1
"2025-08-21 08:25:47",1755764747907,"visage-o9s5r1n05-claytons-projects-8ce6d3a6.vercel.app/favicon.png","GET","",-1,"sx7kp-1755764747666-b9614f2e5a6e","vercel-favicon/1.0","info","production","main","","lambda","/main.py","visage-o9s5r1n05-claytons-projects-8ce6d3a6.vercel.app","visage-o9s5r1n05-claytons-projects-8ce6d3a6.vercel.app","dpl_GkLwnjs5oKUxijEeSL8cnJpEXcvp",-1,"iad1",-1,-1,"^^^^^^^^^^^^^^^^^^^^^^^","prj_wn4SpBPX8JQNPu7HE0Broci8VqsU","","","01K35VQVDVNYQYXB1KGTY1MM1B","",-1
"2025-08-21 08:25:47",1755764747907,"visage-o9s5r1n05-claytons-projects-8ce6d3a6.vercel.app/favicon.png","GET","",-1,"sx7kp-1755764747666-b9614f2e5a6e","vercel-favicon/1.0","info","production","main","","lambda","/main.py","visage-o9s5r1n05-claytons-projects-8ce6d3a6.vercel.app","visage-o9s5r1n05-claytons-projects-8ce6d3a6.vercel.app","dpl_GkLwnjs5oKUxijEeSL8cnJpEXcvp",-1,"iad1",-1,-1,"self._dbapi_connection = engine.raw_connection()","prj_wn4SpBPX8JQNPu7HE0Broci8VqsU","","","01K35VQVDVNYQYXB1KGTY1MM1B","",-1
"2025-08-21 08:25:47",1755764747906,"visage-o9s5r1n05-claytons-projects-8ce6d3a6.vercel.app/favicon.png","GET","",-1,"sx7kp-1755764747666-b9614f2e5a6e","vercel-favicon/1.0","info","production","main","","lambda","/main.py","visage-o9s5r1n05-claytons-projects-8ce6d3a6.vercel.app","visage-o9s5r1n05-claytons-projects-8ce6d3a6.vercel.app","dpl_GkLwnjs5oKUxijEeSL8cnJpEXcvp",-1,"iad1",-1,-1,"File ""/var/task/sqlalchemy/engine/base.py"", line 143, in __init__","prj_wn4SpBPX8JQNPu7HE0Broci8VqsU","","","01K35VQVDVNYQYXB1KGTY1MM1B","",-1
